commonName,lat,lon
"Teviot Street, Poplar",51.518811,-0.011661999999999999
"Bancroft Road, Bethnal Green",51.526041,-0.047217999999999996
"Driffield Road, Old Ford",51.534137,-0.037365999999999996
"Halford Road, West Kensington",51.483911,-0.19760899999999998
"Monier Road, Hackney Wick",51.540311,-0.021630000000000003
"East Village, Queen Elizabeth Olympic Park",51.546326,-0.009935
"Aquatic Centre, Queen Elizabeth Olympic Park",51.54094,-0.01051
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",51.549369,-0.015717
"Timber Lodge, Queen Elizabeth Olympic Park",51.546805,-0.014691
"Copper Box Arena, Queen Elizabeth Olympic Park",51.544909,-0.020541999999999998
"Podium, Queen Elizabeth Olympic Park",51.538718,-0.011889
"Stratford Station, Stratford",51.541793,-0.00481
"Blackfriars Road, Southwark",51.505461,-0.10454000000000001
"Cromer Street, Bloomsbury",51.528279,-0.119558
"Victoria Rise, Clapham Common",51.461376,-0.147804
"Euston Square Gardens, Euston",51.527068,-0.131861
"Coram Street, Bloomsbury",51.524,-0.126409
"Ossulston Street, Somers Town",51.5293,-0.128279
"Birkenhead Street, King's Cross",51.530199,-0.12229899999999999
"Kings Gate House, Westminster",51.497698,-0.137598
"Sopwith Way, Battersea Park",51.481121,-0.149035
"Lavington Street, Bankside",51.505224,-0.098031
"Albert Square, Stockwell",51.47659,-0.118256
"Southwark Street, Bankside",51.505409,-0.098341
"Good's Way, King's Cross",51.534667,-0.125078
"The Metropolitan, Portobello",51.520509,-0.20080399999999998
"Handyside Street, King's Cross",51.53724,-0.124807
"Bevington Road West, North Kensington",51.5212,-0.208888
"Gauden Road, Clapham",51.464995,-0.130908
"Lincoln's Inn Fields, Holborn",51.516277,-0.11827199999999999
"Tate Modern, Bankside",51.506725,-0.09880699999999999
"Westferry Circus, Canary Wharf",51.505703,-0.027771999999999998
"Here East North, Queen Elizabeth Olympic Park",51.548731,-0.022605999999999998
"New Spring Gardens Walk, Vauxhall",51.487807,-0.122759
"Clapham Road, Lingham Street, Stockwell",51.471433,-0.12367000000000002
"Lambeth Palace Road, Waterloo",51.500089,-0.116628
"Here East South, Queen Elizabeth Olympic Park",51.546532,-0.020597
"Riverlight South, Nine Elms",51.481335,-0.138212
"Westminster Pier, Westminster",51.501513,-0.12382299999999999
"Belvedere Road 2, South Bank",51.50621,-0.114842
"Victory Place, Walworth",51.492807,-0.09193799999999999
"Battersea Power Station, Battersea Park",51.483507,-0.14771399999999998
"Allington Street, Victoria",51.496863,-0.142943
"Cranmer Road, Stockwell",51.479601,-0.111471
"Normandy Road, Stockwell",51.473874,-0.11258000000000001
"Wynne Road, Stockwell",51.469217,-0.112686
"Sidney Road, Stockwell",51.469202,-0.11902199999999999
"St John's Crescent, Brixton",51.466232,-0.11317899999999999
"Ferndale Road, Brixton",51.464019,-0.115781
"Saltoun Road, Brixton",51.460232,-0.11537499999999999
"Gas Holders, Battersea Park",51.477966,-0.147857
"Farringdon Street, Holborn",51.516785,-0.104947
"York Way, Kings Cross",51.541596,-0.125441
"Fore Street Avenue, Guildhall",51.518093,-0.091401
"Sea Containers, South Bank",51.508033,-0.106823
"George Row, Bermondsey",51.498585,-0.068981
"Tower Wharf, Bermondsey",51.500845,-0.07470399999999999
"Temple Gardens, Temple",51.510981,-0.108322
"Canada Water Station, Rotherhithe",51.498439,-0.049150000000000006
"Bermondsey Station, Bermondsey",51.497995,-0.063471
"Argyll Road, Kensington",51.500401,-0.195455
"Porchester Place, Paddington",51.514746,-0.165164
"Hardwick Street, Clerkenwell",51.527842,-0.108068
"Collingham Gardens, Earl's Court",51.491615,-0.186753
"Sumner Place, South Kensington",51.491211,-0.17371499999999998
"Waterloo Road, South Bank",51.50486,-0.11300099999999999
"Strand, Strand",51.512582,-0.11505699999999999
"Worship Street, Shoreditch",51.521668,-0.079608
"Gloucester Terrace, Bayswater",51.517919,-0.188098
"Ashley Place, Victoria",51.49616,-0.140947
"Warwick Square, Pimlico",51.489856,-0.141923
"North Audley Street, Mayfair",51.512911,-0.153645
"Belgrave Square, Belgravia",51.499412,-0.15231699999999998
"Bell Street , Marylebone",51.522029,-0.165842
"Riverlight North, Nine Elms",51.482362,-0.136123
"Portland Place, Marylebone",51.520715,-0.145211
"Alderney Street, Pimlico",51.488057,-0.140741
"South Wharf Road, Paddington",51.517335,-0.17581000000000002
"Queen's Gate (South), South Kensington",51.492479,-0.17843299999999998
"Nutford Place, Marylebone",51.516517,-0.16439299999999998
"Claremont Square, Angel",51.531666,-0.109914
"Rampayne Street, Pimlico",51.489975,-0.132845
"Hyde Park Corner, Hyde Park",51.503117,-0.15352000000000002
"Wardour Street, Soho",51.512515,-0.13320099999999999
"Bankside Mix, Bankside",51.505817,-0.100186
"Hop Exchange, The Borough",51.504627,-0.091773
"Milroy Walk, South Bank",51.507244,-0.106237
"Union Street, The Borough",51.503688,-0.098497
"Stamford Street, South Bank",51.505569,-0.111606
"Great Tower Street, Monument",51.510484,-0.082989
"LMU Commercial Road, Whitechapel",51.514924,-0.066078
"Dorset Square, Marylebone",51.522596,-0.161113
"Leman Street, Aldgate",51.512363,-0.06954199999999999
"West Smithfield Rotunda, Farringdon",51.518218,-0.10079099999999999
"Margery Street, Clerkenwell",51.526599,-0.11243199999999999
"New Road 1 , Whitechapel",51.518154,-0.062697
"Grosvenor Crescent, Belgravia",51.501352,-0.153194
"Mallory Street, Marylebone",51.525051,-0.16630399999999998
"Denyer Street, Knightsbridge",51.493583,-0.165101
"Hinde Street, Marylebone",51.516814,-0.151926
"Cadogan Place, Knightsbridge",51.494645,-0.158105
"Campden Hill Road, Notting Hill",51.506584,-0.199004
"Wellington Arch, Hyde Park",51.50274,-0.14956899999999998
"Endsleigh Gardens, Euston",51.526838,-0.13050399999999998
"Moorfields, Moorgate",51.519069,-0.088285
"Old Brompton Road, South Kensington",51.490944999999996,-0.18119000000000002
"Wormwood Street, Liverpool Street",51.516154,-0.082422
"St. Luke's Church, Chelsea",51.489716,-0.17019399999999998
"Bramham Gardens, Earl's Court",51.490163,-0.19039299999999998
"Chelsea Green, Chelsea",51.490664,-0.166485
"Horseferry Road, Westminster",51.494816,-0.130458
"Knightsbridge, Hyde Park",51.502757,-0.155349
"Rodney Road , Walworth",51.491484,-0.09022000000000001
"Queensway, Kensington Gardens",51.51031,-0.18740199999999999
"Notting Hill Gate Station, Notting Hill",51.509353,-0.19642199999999999
"Charles II Street, West End",51.508446,-0.131961
"Great Percy Street, Clerkenwell",51.528915,-0.11548000000000001
"St. James's Square, St. James's",51.507424,-0.134621
"Whitehall Place, Strand",51.506543,-0.123179
"Poured Lines, Bankside",51.506692,-0.10313699999999999
"Queen's Gate (Central), South Kensington",51.493967,-0.178732
"Carey Street, Holborn",51.51501,-0.11275299999999999
"Pall Mall East, West End",51.50777,-0.13069899999999998
"Liverpool Road (N1 Centre), Angel",51.534504,-0.10699199999999999
"Kennington Road  , Vauxhall",51.495718,-0.110889
"Fashion Street, Whitechapel",51.51838,-0.073438
"Dock Street, Wapping",51.509786,-0.068161
"Frampton Street, Paddington",51.523353,-0.175116
"Warren Street Station, Euston",51.524438,-0.138019
"Beaumont Street, Marylebone",51.522008,-0.151359
"Gloucester Street, Pimlico",51.490962,-0.139625
"Earnshaw Street , Covent Garden",51.516118,-0.128585
"Grosvenor Road, Pimlico",51.485357,-0.142207
"Berry Street, Clerkenwell",51.522853,-0.099994
"St. John's Wood Church, The Regent's Park",51.530529,-0.167515
"Triangle Car Park, Hyde Park",51.506451,-0.17027899999999999
"Harper Road, The Borough",51.498597,-0.096191
"Royal Avenue 1, Chelsea",51.489932,-0.16272699999999998
"Brushfield Street, Liverpool Street",51.518908,-0.079249
"Jubilee Gardens, South Bank",51.504636,-0.11654199999999999
"Clinton Road, Mile End",51.525941,-0.036017
"Langdon Park, Poplar",51.51549,-0.013474999999999999
"Lancaster Gate , Bayswater",51.511654,-0.179668
"Blythe Road, Olympia",51.496927,-0.21350000000000002
"Lancaster Drive, Blackwall",51.503143,-0.008428
"Hansard Mews, Holland Park",51.503802,-0.215808
"Clarges Street, Mayfair",51.507326,-0.14582699999999998
"Manresa Road, Chelsea",51.486892,-0.170983
"Newby Place, Poplar",51.508896,-0.012412999999999999
"Twig Folly Bridge, Mile End",51.530326,-0.042744
"Jubilee Plaza, Canary Wharf",51.50357,-0.020068
"Wellington Row, Bethnal Green",51.528222,-0.069743
"Goldsmith's Row, Haggerston",51.531864,-0.066035
"Gloucester Avenue, Camden Town",51.537349,-0.147154
"Queensbridge Road, Haggerston",51.53385,-0.06992000000000001
"Old Montague Street, Whitechapel",51.51793,-0.067937
"Naval Row, Blackwall",51.508981,-0.0069900000000000006
"Hoxton Station, Hoxton",51.531091,-0.075901
"Albany Street, The Regent's Park",51.528302,-0.14446599999999998
"Green Park Station, Mayfair",51.506613,-0.142844
"Salmon Lane, Limehouse",51.514115,-0.033828
"Lansdowne Walk, Ladbroke Grove",51.509591,-0.204666
"Percival Street, Finsbury",51.526153,-0.102208
"Arlington Road, Camden Town",51.539957,-0.145246
"New Fetter Lane, Holborn",51.517428,-0.107987
"East India DLR, Blackwall",51.509474,-0.002275
"Westminster Bridge Road, Elephant & Castle",51.498385999999996,-0.107913
"Gaywood  Street, Elephant & Castle",51.49605,-0.104193
"Harford Street, Mile End",51.521564,-0.039264
"Import Dock, Canary Wharf",51.505772,-0.016460000000000002
"Watney Street, Shadwell",51.511542,-0.056666999999999995
"Regent's Row , Haggerston",51.535678,-0.06254599999999999
"Aberfeldy Street, Poplar",51.513548,-0.005659
"Heron Quays DLR, Canary Wharf",51.502661,-0.021596
"King Edward Street, St Pauls",51.51601,-0.0985
"Page Street, Westminster",51.493978,-0.127554
"Abbotsbury Road, Holland Park",51.501391,-0.20599099999999998
"Ladbroke Grove Central, Ladbroke Grove",51.511624,-0.205921
"Rectory Square, Stepney",51.518369,-0.043371
"Bury Place, Holborn",51.51746,-0.12335000000000002
"Preston's Road, Cubitt Town",51.499286,-0.009152
"Somerset House, Strand",51.509943,-0.117619
"Selby Street, Whitechapel",51.521905,-0.063386
"Westfield Ariel Way, White City",51.509158,-0.224103
"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697000000000003
"Pitfield Street Central, Hoxton",51.53213,-0.08299000000000001
"Upper Bank Street, Canary Wharf",51.503083,-0.017676
"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337
"Greenland Road, Camden Town",51.539099,-0.141728
"Limerston Street, West Chelsea",51.485587,-0.18119000000000002
"Eagle Wharf Road, Hoxton",51.53356,-0.09315000000000001
"Alpha Grove, Millwall",51.497304,-0.022792999999999997
"Globe Town Market, Bethnal Green",51.528869,-0.047548
"Hollybush Gardens, Bethnal Green",51.527607,-0.057132999999999996
"Queen Street 2, Bank",51.511246,-0.093051
"Doddington Grove, Kennington",51.486929,-0.10299599999999999
"New Cavendish Street, Marylebone",51.519167,-0.147983
"Abingdon Green, Westminster",51.49764,-0.125972
"Ilchester Gardens, Bayswater",51.51244,-0.19096000000000002
"Mudchute DLR, Cubitt Town",51.490645,-0.014582
"Monument Street, Monument",51.50964,-0.08497
"Hoxton Street, Hoxton",51.52959,-0.0801
"Drayton Gardens, West Chelsea",51.487196,-0.179369
"Greenberry Street, St.John's Wood",51.53256,-0.16862000000000002
"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377000000000002
"Northdown Street, King's Cross",51.531066,-0.11934000000000002
"Kingsway Southbound, Strand",51.513875,-0.11777399999999999
"Hammersmith Road, Hammersmith",51.493267,-0.21985000000000002
"Parson's Green , Parson's Green",51.472817,-0.199783
"Fulham Park Road, Fulham",51.473471,-0.20782
"Southerton Road, Hammersmith",51.494499,-0.228188
"Manbre Road, Hammersmith",51.485743,-0.22361599999999998
"South Lambeth Road, Vauxhall",51.481747,-0.12464199999999999
"BBC White City, White City",51.514767,-0.225787
"Union Grove, Wandsworth Road",51.472993,-0.133972
"Caldwell Street, Stockwell",51.477839,-0.116493
"St Martins Close, Camden Town",51.538792,-0.138535
"Seymour Place, Marylebone",51.520331,-0.16366699999999998
"Addison Road, Holland Park",51.504199,-0.210941
"Putney Bridge Station, Fulham",51.468814,-0.210279
"Colet Gardens, Hammersmith",51.491093,-0.216493
"Sugden Road, Clapham",51.465123,-0.15778799999999998
"Danvers Street, West Chelsea",51.482567,-0.17207799999999998
"Princedale Road , Holland Park",51.506465,-0.20848599999999998
"Wandsworth Rd, Isley Court, Wandsworth Road",51.469259,-0.141812
"Woodstock Grove, Shepherd's Bush",51.504038,-0.2174
"London Fields, Hackney Central",51.54119,-0.058825999999999996
"Shoreditch Park, Hoxton",51.534042,-0.086379
"Chadwell Street, Angel",51.530515,-0.10640799999999999
"Clifton Road, Maida Vale",51.525575,-0.179592
"Houghton Street, Strand",51.51362,-0.11676399999999999
"Westminster University, Marylebone",51.522481,-0.154907
"Kensington Gore, Knightsbridge",51.501432,-0.17865599999999998
"Bourne Street, Belgravia",51.490959,-0.15323299999999998
"Broadwick Street, Soho",51.513684,-0.13558
"Princes Square, Bayswater",51.513489,-0.191351
"LSBU (Borough Road), Elephant & Castle",51.498744,-0.103132
"St. Mary Axe, Aldgate",51.514225,-0.08066000000000001
"Tysoe Street, Clerkenwell",51.526443,-0.10925599999999999
"Southwick Street, Paddington",51.515953,-0.16924899999999998
"Queen's Gate (North), Kensington",51.501026,-0.180246
"Regency Street, Westminster",51.49206,-0.13222399999999998
"Empire Square, The Borough",51.500823,-0.08974000000000001
"Kennington Lane Rail Bridge, Vauxhall",51.486343,-0.12249199999999999
"London Zoo,  The Regent's Park",51.535836,-0.15628499999999998
"Baylis Road, Waterloo",51.501444,-0.11069899999999999
"Belvedere Road 1, South Bank",51.506133,-0.114686
"Warwick Road, Olympia",51.496712,-0.205284
"Barbican Centre, Barbican",51.520044,-0.092176
"Kensington Church Street, Kensington",51.503157,-0.191496
"Tooley Street, Bermondsey",51.503493,-0.07962000000000001
"North Wharf Road, Paddington",51.518622,-0.176645
"Royal Avenue 2, Chelsea",51.490083,-0.16241799999999998
"Smith Square, Westminster",51.495805,-0.127575
"Royal London Hospital, Whitechapel",51.518675,-0.061110000000000005
"Kingsway, Covent Garden",51.514409,-0.118478
"Lambeth North Station, Waterloo",51.49914,-0.11203099999999999
"St. John's Wood Road, St. John's Wood",51.527294,-0.174653
"Bedford Way, Bloomsbury",51.523673,-0.128377
"Elizabeth Bridge, Victoria",51.492369,-0.147478
"South Audley Street, Mayfair",51.50923,-0.15129599999999999
"St Mary's Hospital, Paddington",51.518268,-0.171103
"Claverton Street, Pimlico",51.484839,-0.138089
"Montpelier Street, Knightsbridge",51.498884,-0.16547099999999998
"Kensington Olympia Station, Olympia",51.498157,-0.20949399999999999
"St. George's Square, Pimlico",51.488226,-0.135635
"Swan Street, The Borough",51.500296,-0.092762
"Knaresborough Place, Earl's Court",51.493631,-0.190603
"Geraldine Street, Elephant & Castle",51.496127,-0.106
"Curlew Street, Shad Thames",51.502279,-0.07418899999999999
"Vincent Square, Westminster",51.493985,-0.136928
"Serpentine Car Park, Hyde Park",51.505014,-0.17306000000000002
"Marylebone Lane, Marylebone",51.514759,-0.148105
"Putney Pier, Wandsworth",51.466907,-0.216573
"Albert Gate, Hyde Park",51.502953,-0.15845599999999999
"Rathbone Street, Fitzrovia",51.518162,-0.135025
"Black Lion Gate, Kensington Gardens",51.509908,-0.18784199999999998
"Long Lane , Bermondsey",51.499075,-0.08566599999999999
"Embankment (Savoy), Strand",51.509631,-0.119047
"Black Prince Road, Vauxhall",51.490867,-0.116911
"Foley Street, Fitzrovia",51.519181,-0.140485
"Grove End Road, St. John's Wood",51.530889,-0.17677
"Wells Street, Fitzrovia",51.517344,-0.138072
"Tyers Gate, Bermondsey",51.500889,-0.083159
"The Tennis Courts, The Regent's Park",51.525367,-0.153463
"Warwick Row, Westminster",51.497998,-0.14296
"Dickens Square, Borough",51.496791,-0.093913
"Sackville Street, Mayfair",51.510048,-0.138846
"Baldwin Street, St. Luke's",51.527025,-0.088542
"Queen Mother Sports Centre, Victoria",51.493573,-0.139956
"Bermondsey Street, Bermondsey",51.497855,-0.081608
"Palissy Street, Shoreditch",51.526293,-0.07395499999999999
"Clifton Street, Shoreditch",51.523196,-0.083067
"Ontario Street, Elephant & Castle",51.49652,-0.101384
"St. Martin's Street, West End",51.509087,-0.129697
"Graham Street, Angel",51.532661,-0.099981
"New North Road 1, Hoxton",51.53095,-0.085603
"New North Road 2, Hoxton",51.53114,-0.086016
"Prince Albert Road, The Regent's Park",51.535892,-0.160854
"Eastbourne Mews, Paddington",51.516417,-0.179135
"Bunhill Row, Moorgate",51.520858,-0.089887
"Nevern Place, Earl's Court",51.493343,-0.19475699999999999
"Palace Gardens Terrace, Notting Hill",51.508605,-0.193764
"Concert Hall Approach 1, South Bank",51.505044,-0.115851
"Tavistock Street, Covent Garden",51.511968,-0.12071799999999999
"Concert Hall Approach 2, South Bank",51.504942,-0.115533
"Pembridge Villas, Notting Hill",51.511084,-0.19752399999999998
"Finlay Street, Fulham",51.476885,-0.215895
"Aintree Street, Fulham",51.481021,-0.209973
"Elysium Place, Fulham",51.471079,-0.207842
"Eel Brook Common, Walham Green",51.476259,-0.19325399999999998
"Irene Road, Parsons Green",51.473763,-0.19701000000000002
"Surrey Lane, Battersea",51.47518,-0.16716
"Wandsworth Town Station, Wandsworth",51.460864,-0.18742699999999998
"Lansdowne Road, Ladbroke Grove",51.507481,-0.205535
"Nantes Close, Wandsworth",51.46193,-0.18079099999999998
"Courland Grove, Wandsworth Road",51.472918,-0.132102
"Queen's Circus, Battersea Park",51.477619,-0.149551
"Normand Park, West Kensington",51.484386,-0.204815
"Holden Street, Battersea",51.46879,-0.15823
"William Morris Way, Sands End",51.468819,-0.18431799999999998
"Morie Street, Wandsworth",51.459953,-0.190184
"Clarence Walk, Stockwell",51.470732,-0.126994
"Battersea Park Road, Nine Elms",51.479501,-0.14177
"Sheepcote Lane, Battersea",51.470538,-0.163041
"Vereker Road, West Kensington",51.489591,-0.20937799999999998
"Brook Green South, Brook Green",51.494347,-0.215804
"Greyhound Road, Hammersmith",51.486062,-0.21442799999999998
"South Park, Sands End",51.467064,-0.19350199999999998
"Spencer Park, Wandsworth Common",51.45787,-0.17469099999999999
"Falcon Road, Clapham Junction",51.466633,-0.169821
"Coomer Place, West Kensington",51.48357,-0.202038
"Silverthorne Road, Battersea",51.472865,-0.148059
"Archbishop's Park, Waterloo",51.498241,-0.11749499999999999
"Fawcett Close, Battersea",51.469161,-0.174485
"All Saints' Road, Portobello",51.519042,-0.204764
"Rainville Road, Hammersmith",51.483732,-0.223852
"Great Suffolk Street, The Borough",51.501732,-0.10029199999999999
"Buckingham Gate, Westminster",51.498865,-0.137424
"Richmond Way, Shepherd's Bush",51.500353,-0.217515
"Peterborough Road, Sands End",51.46904,-0.196274
"World's End Place, West Chelsea",51.481805,-0.180274
"St. Mark's Road, North Kensington",51.51687,-0.21387199999999998
"Thorndike Close, West Chelsea",51.480898,-0.183853
"Evesham Street, Avondale",51.511486,-0.21819000000000002
"Simpson Street, Clapham Junction",51.470847,-0.170703
"Ashmole Estate, Oval",51.482678,-0.11766099999999999
"Crabtree Lane, Fulham",51.482944,-0.21934599999999999
"Broomhouse Lane, Parsons Green",51.468418,-0.19913499999999998
"Blythe Road West, Shepherd's Bush",51.49968,-0.221791
"Ethelburga Estate, Battersea Park",51.477292,-0.164786
"Blackfriars Station, St. Paul's",51.511934,-0.10307799999999999
"West Kensington Station, West Kensington",51.49087,-0.206029
"All Saints Church, Portobello",51.51632,-0.20260799999999998
"Phene Street, Chelsea",51.484984,-0.16791899999999998
"Clarendon Road, Avondale",51.51323,-0.211593
"Austin Road, Battersea Park",51.474376,-0.155442
"Smugglers Way, Wandsworth",51.461083,-0.191722
"Shepherd's Bush Road North, Shepherd's Bush",51.501594,-0.222293
"Ravenscourt Park Station, Hammersmith",51.494223,-0.23676899999999998
"Teversham Lane, Stockwell",51.476149,-0.12325799999999999
"Ashley Crescent, Battersea",51.467185,-0.152248
"Parsons Green Station, Parsons Green",51.475089,-0.20196799999999998
"Hibbert Street, Battersea",51.46517,-0.180389
"Carnegie Street, King's Cross",51.535467,-0.11619099999999999
"Usk Road, Clapham Junction",51.463489,-0.18212599999999998
"Hartington Road, Stockwell",51.47787,-0.126874
"Heath Road, Battersea",51.468669,-0.14654399999999998
"Esmond Street, Putney",51.462312,-0.211468
"Orbel Street, Battersea",51.474535,-0.17021
"Westbridge Road, Battersea",51.477683999999996,-0.17032899999999998
"Bishop's Avenue, Fulham",51.473036,-0.214749
"Crisp Road, Hammersmith",51.488108,-0.226606
"Dorothy Road, Clapham Junction",51.465064,-0.16375
"Neville Gill Close, Wandsworth",51.454752,-0.19519699999999998
"Osiers Road, Wandsworth",51.46067,-0.198735
"Beryl Road, Hammersmith",51.488144,-0.222456
"Northfields, Wandsworth",51.460951,-0.20066699999999998
"Spanish Road, Clapham Junction",51.459225,-0.180884
"Stanley Grove, Battersea",51.470475,-0.15213000000000002
"Erin Close, Walham Green",51.479463,-0.19577699999999998
"Cadogan Close, Victoria Park",51.542118,-0.028940999999999998
"Felsham Road, Putney",51.464786,-0.215618
"Putney Rail Station, Putney",51.460717,-0.216526
"Islington Green, Angel",51.536384,-0.102757
"Charing Cross Hospital, Hammersmith",51.487285,-0.217995
"Charlotte Terrace, Angel",51.536392,-0.112721
"Sedding Street, Sloane Square",51.49313,-0.156876
